thisN,thisTrialN,thisRepN,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,Init.started,text.started,key_resp.started,Init.stopped,key_resp.keys,key_resp.rt,key_resp.duration,prep.started,text_2.started,text_2.stopped,prep.stopped,run.started,run.stopped,Eyes.started,prog.started,polygon.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
244,0,244,0,0,0,0,0,0,0,0,244,0,244,0,3.5015103000041563,,,,,,,,,,,,,3.4863748000061605,3.486409300006926,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
245,0,245,0,0,0,0,0,0,0,0,245,0,245,0,3.5015103000041563,,,,,,,,,,,,,3.487352900003316,3.487394099996891,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
246,0,246,0,0,0,0,0,0,0,0,246,0,246,0,3.5015103000041563,,,,,,,,,,,,,3.4882913999899756,3.488316900009522,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
247,0,247,0,0,0,0,0,0,0,0,247,0,247,0,3.5015103000041563,,,,,,,,,,,,,3.4893585999961942,3.489386300003389,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
248,0,248,0,0,0,0,0,0,0,0,248,0,248,0,3.5015103000041563,,,,,,,,,,,,,3.490782599983504,3.490810799994506,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
249,0,249,0,0,0,0,0,0,0,0,249,0,249,0,3.5015103000041563,,,,,,,,,,,,,3.4911804999865126,3.491208799998276,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
250,0,250,0,0,0,0,0,0,0,0,250,0,250,0,3.5015103000041563,,,,,,,,,,,,,3.4923312999890186,3.492361999989953,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
251,0,251,0,0,0,0,0,0,0,0,251,0,251,0,3.5015103000041563,,,,,,,,,,,,,3.493288500001654,3.4933138999913353,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
252,0,252,0,0,0,0,0,0,0,0,252,0,252,0,3.5015103000041563,,,,,,,,,,,,,3.4941848999878857,3.4942142000072636,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
253,0,253,0,0,0,0,0,0,0,0,253,0,253,0,3.5015103000041563,,,,,,,,,,,,,3.495294099993771,3.4953252999985125,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
254,0,254,0,0,0,0,0,0,0,0,254,0,254,0,3.5015103000041563,,,,,,,,,,,,,3.49635830000625,3.5018498999997973,3.5015103000041563,3.5015103000041563,3.5015103000041563,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
255,0,255,0,0,0,0,0,0,0,0,255,0,255,0,3.5145945999829564,,,,,,,,,,,,,3.502393500006292,3.5024275000032503,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
256,0,256,0,0,0,0,0,0,0,0,256,0,256,0,3.5145945999829564,,,,,,,,,,,,,3.5037946999946143,3.503845300001558,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
257,0,257,0,0,0,0,0,0,0,0,257,0,257,0,3.5145945999829564,,,,,,,,,,,,,3.5042991999944206,3.5043326999875717,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
258,0,258,0,0,0,0,0,0,0,0,258,0,258,0,3.5145945999829564,,,,,,,,,,,,,3.5053265999886207,3.5053545999980997,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
259,0,259,0,0,0,0,0,0,0,0,259,0,259,0,3.5145945999829564,,,,,,,,,,,,,3.506558599998243,3.5150511999963783,3.5145945999829564,3.5145945999829564,3.5145945999829564,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
260,0,260,0,0,0,0,0,0,0,0,260,0,260,0,3.52978029998485,,,,,,,,,,,,,3.5165180999902077,3.516557800001465,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
261,0,261,0,0,0,0,0,0,0,0,261,0,261,0,3.52978029998485,,,,,,,,,,,,,3.5172904999926686,3.5173233000095934,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
262,0,262,0,0,0,0,0,0,0,0,262,0,262,0,3.52978029998485,,,,,,,,,,,,,3.5184092999843415,3.518441399995936,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
263,0,263,0,0,0,0,0,0,0,0,263,0,263,0,3.52978029998485,,,,,,,,,,,,,3.5194655999948736,3.519519900000887,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
264,0,264,0,0,0,0,0,0,0,0,264,0,264,0,3.52978029998485,,,,,,,,,,,,,3.520456500002183,3.5204870000015944,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
265,0,265,0,0,0,0,0,0,0,0,265,0,265,0,3.52978029998485,,,,,,,,,,,,,3.521323900000425,3.5213561999844387,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
266,0,266,0,0,0,0,0,0,0,0,266,0,266,0,3.52978029998485,,,,,,,,,,,,,3.5223349999869242,3.5223707999975886,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
267,0,267,0,0,0,0,0,0,0,0,267,0,267,0,3.52978029998485,,,,,,,,,,,,,3.5232768999994732,3.52330569998594,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
268,0,268,0,0,0,0,0,0,0,0,268,0,268,0,3.52978029998485,,,,,,,,,,,,,3.5243473000009544,3.5300242000084836,3.52978029998485,3.52978029998485,3.52978029998485,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
269,0,269,0,0,0,0,0,0,0,0,269,0,269,0,3.5425127999915276,,,,,,,,,,,,,3.531633200007491,3.531673799996497,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
270,0,270,0,0,0,0,0,0,0,0,270,0,270,0,3.5425127999915276,,,,,,,,,,,,,3.5323563999845646,3.5323917999921832,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
271,0,271,0,0,0,0,0,0,0,0,271,0,271,0,3.5425127999915276,,,,,,,,,,,,,3.5333054999937303,3.5333487000025343,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
272,0,272,0,0,0,0,0,0,0,0,272,0,272,0,3.5425127999915276,,,,,,,,,,,,,3.534330800001044,3.534354600007646,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
273,0,273,0,0,0,0,0,0,0,0,273,0,273,0,3.5425127999915276,,,,,,,,,,,,,3.535343199997442,3.535370600002352,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
274,0,274,0,0,0,0,0,0,0,0,274,0,274,0,3.5425127999915276,,,,,,,,,,,,,3.5363374000007752,3.5427379999891855,3.5425127999915276,3.5425127999915276,3.5425127999915276,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
275,0,275,0,0,0,0,0,0,0,0,275,0,275,0,3.556646599987289,,,,,,,,,,,,,3.543444599985378,3.543491799995536,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
276,0,276,0,0,0,0,0,0,0,0,276,0,276,0,3.556646599987289,,,,,,,,,,,,,3.544622099987464,3.544713299983414,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
277,0,277,0,0,0,0,0,0,0,0,277,0,277,0,3.556646599987289,,,,,,,,,,,,,3.545525599998655,3.5455756000010297,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
278,0,278,0,0,0,0,0,0,0,0,278,0,278,0,3.556646599987289,,,,,,,,,,,,,3.5463703999994323,3.5464157999958843,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
279,0,279,0,0,0,0,0,0,0,0,279,0,279,0,3.556646599987289,,,,,,,,,,,,,3.5473377000016626,3.547374799993122,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
280,0,280,0,0,0,0,0,0,0,0,280,0,280,0,3.556646599987289,,,,,,,,,,,,,3.548483099992154,3.556841899990104,3.556646599987289,3.556646599987289,3.556646599987289,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
281,0,281,0,0,0,0,0,0,0,0,281,0,281,0,3.571813199989265,,,,,,,,,,,,,3.5573968999960925,3.557439800002612,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
282,0,282,0,0,0,0,0,0,0,0,282,0,282,0,3.571813199989265,,,,,,,,,,,,,3.558396200009156,3.5584365999966394,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
283,0,283,0,0,0,0,0,0,0,0,283,0,283,0,3.571813199989265,,,,,,,,,,,,,3.559253399987938,3.5592902000062168,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
284,0,284,0,0,0,0,0,0,0,0,284,0,284,0,3.571813199989265,,,,,,,,,,,,,3.56029649998527,3.560333300003549,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
285,0,285,0,0,0,0,0,0,0,0,285,0,285,0,3.571813199989265,,,,,,,,,,,,,3.561491800006479,3.5615488000039477,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
286,0,286,0,0,0,0,0,0,0,0,286,0,286,0,3.571813199989265,,,,,,,,,,,,,3.5622795000090264,3.5623158999951556,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
287,0,287,0,0,0,0,0,0,0,0,287,0,287,0,3.571813199989265,,,,,,,,,,,,,3.563287400000263,3.563319599983515,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
288,0,288,0,0,0,0,0,0,0,0,288,0,288,0,3.571813199989265,,,,,,,,,,,,,3.56429159999243,3.572080799989635,3.571813199989265,3.571813199989265,3.571813199989265,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
289,0,289,0,0,0,0,0,0,0,0,289,0,289,0,3.5923640999826603,,,,,,,,,,,,,3.5735787999874447,3.5736352000094485,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
290,0,290,0,0,0,0,0,0,0,0,290,0,290,0,3.5923640999826603,,,,,,,,,,,,,3.5748349000059534,3.5749056999920867,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
291,0,291,0,0,0,0,0,0,0,0,291,0,291,0,3.5923640999826603,,,,,,,,,,,,,3.576335599995218,3.576375000004191,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
292,0,292,0,0,0,0,0,0,0,0,292,0,292,0,3.5923640999826603,,,,,,,,,,,,,3.577230299997609,3.577265500003705,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
293,0,293,0,0,0,0,0,0,0,0,293,0,293,0,3.5923640999826603,,,,,,,,,,,,,3.578803099982906,3.578861499991035,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
294,0,294,0,0,0,0,0,0,0,0,294,0,294,0,3.5923640999826603,,,,,,,,,,,,,3.580662799999118,3.5807186999882106,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
295,0,295,0,0,0,0,0,0,0,0,295,0,295,0,3.5923640999826603,,,,,,,,,,,,,3.5818130999978166,3.5818578999897,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
296,0,296,0,0,0,0,0,0,0,0,296,0,296,0,3.5923640999826603,,,,,,,,,,,,,3.5822980999946594,3.5823374000028707,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
297,0,297,0,0,0,0,0,0,0,0,297,0,297,0,3.5923640999826603,,,,,,,,,,,,,3.5835733999847434,3.5836170999973547,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
298,0,298,0,0,0,0,0,0,0,0,298,0,298,0,3.5923640999826603,,,,,,,,,,,,,3.5845644999935757,3.5928646000102162,3.5923640999826603,3.5923640999826603,3.5923640999826603,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
299,0,299,0,0,0,0,0,0,0,0,299,0,299,0,3.6065433000039775,,,,,,,,,,,,,3.593738099996699,3.593778000009479,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
300,0,300,0,0,0,0,0,0,0,0,300,0,300,0,3.6065433000039775,,,,,,,,,,,,,3.5944030999962706,3.5944547000108287,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
301,0,301,0,0,0,0,0,0,0,0,301,0,301,0,3.6065433000039775,,,,,,,,,,,,,3.595390500006033,3.595423099992331,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
302,0,302,0,0,0,0,0,0,0,0,302,0,302,0,3.6065433000039775,,,,,,,,,,,,,3.5964135999965947,3.5964532000070903,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
303,0,303,0,0,0,0,0,0,0,0,303,0,303,0,3.6065433000039775,,,,,,,,,,,,,3.5972083999949973,3.5972352999961004,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
304,0,304,0,0,0,0,0,0,0,0,304,0,304,0,3.6065433000039775,,,,,,,,,,,,,3.5987231000035536,3.598779399995692,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
305,0,305,0,0,0,0,0,0,0,0,305,0,305,0,3.6065433000039775,,,,,,,,,,,,,3.599281200004043,3.5993262999982107,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
306,0,306,0,0,0,0,0,0,0,0,306,0,306,0,3.6065433000039775,,,,,,,,,,,,,3.6002324000000954,3.606874599994626,3.6065433000039775,3.6065433000039775,3.6065433000039775,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
307,0,307,0,0,0,0,0,0,0,0,307,0,307,0,3.6219859999837354,,,,,,,,,,,,,3.6087919999845326,3.608840400003828,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
308,0,308,0,0,0,0,0,0,0,0,308,0,308,0,3.6219859999837354,,,,,,,,,,,,,3.609393099992303,3.609438199986471,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
309,0,309,0,0,0,0,0,0,0,0,309,0,309,0,3.6219859999837354,,,,,,,,,,,,,3.6103400999854784,3.610367999994196,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
310,0,310,0,0,0,0,0,0,0,0,310,0,310,0,3.6219859999837354,,,,,,,,,,,,,3.6115504000044893,3.611601599986898,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
311,0,311,0,0,0,0,0,0,0,0,311,0,311,0,3.6219859999837354,,,,,,,,,,,,,3.612417900003493,3.612451399996644,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
312,0,312,0,0,0,0,0,0,0,0,312,0,312,0,3.6219859999837354,,,,,,,,,,,,,3.6132106999866664,3.6132421999936923,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
313,0,313,0,0,0,0,0,0,0,0,313,0,313,0,3.6219859999837354,,,,,,,,,,,,,3.6143163999950048,3.6221449000004213,3.6219859999837354,3.6219859999837354,3.6219859999837354,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
314,0,314,0,0,0,0,0,0,0,0,314,0,314,0,3.6344416000065394,,,,,,,,,,,,,3.62379320000764,3.623832399985986,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
315,0,315,0,0,0,0,0,0,0,0,315,0,315,0,3.6344416000065394,,,,,,,,,,,,,3.6246874000062235,3.6247257000068203,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
316,0,316,0,0,0,0,0,0,0,0,316,0,316,0,3.6344416000065394,,,,,,,,,,,,,3.625354099989636,3.625386300001992,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
317,0,317,0,0,0,0,0,0,0,0,317,0,317,0,3.6344416000065394,,,,,,,,,,,,,3.626350500009721,3.6263894999865443,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
318,0,318,0,0,0,0,0,0,0,0,318,0,318,0,3.6344416000065394,,,,,,,,,,,,,3.6273518000089098,3.627403399994364,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
319,0,319,0,0,0,0,0,0,0,0,319,0,319,0,3.6344416000065394,,,,,,,,,,,,,3.628335099987453,3.6283623999916017,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
320,0,320,0,0,0,0,0,0,0,0,320,0,320,0,3.6344416000065394,,,,,,,,,,,,,3.6292294999875594,3.629275699990103,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
321,0,321,0,0,0,0,0,0,0,0,321,0,321,0,3.6344416000065394,,,,,,,,,,,,,3.630288799991831,3.634606100007659,3.6344416000065394,3.6344416000065394,3.6344416000065394,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
322,0,322,0,0,0,0,0,0,0,0,322,0,322,0,3.642936299991561,,,,,,,,,,,,,3.6354171999846585,3.6354491999954917,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
323,0,323,0,0,0,0,0,0,0,0,323,0,323,0,3.642936299991561,,,,,,,,,,,,,3.6364610999880824,3.636492499994347,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
324,0,324,0,0,0,0,0,0,0,0,324,0,324,0,3.642936299991561,,,,,,,,,,,,,3.6372383999987505,3.6372701000072993,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
325,0,325,0,0,0,0,0,0,0,0,325,0,325,0,3.642936299991561,,,,,,,,,,,,,3.638234799989732,3.6430590999952983,3.642936299991561,3.642936299991561,3.642936299991561,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
326,0,326,0,0,0,0,0,0,0,0,326,0,326,0,3.656208800006425,,,,,,,,,,,,,3.644474700005958,3.6445139999850653,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
327,0,327,0,0,0,0,0,0,0,0,327,0,327,0,3.656208800006425,,,,,,,,,,,,,3.645305999991251,3.6453359999868553,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
328,0,328,0,0,0,0,0,0,0,0,328,0,328,0,3.656208800006425,,,,,,,,,,,,,3.6462913999857847,3.6463212000089698,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
329,0,329,0,0,0,0,0,0,0,0,329,0,329,0,3.656208800006425,,,,,,,,,,,,,3.6472914000041783,3.6473240999912377,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
330,0,330,0,0,0,0,0,0,0,0,330,0,330,0,3.656208800006425,,,,,,,,,,,,,3.6484975999919698,3.6566172000020742,3.656208800006425,3.656208800006425,3.656208800006425,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
331,0,331,0,0,0,0,0,0,0,0,331,0,331,0,3.6674402999924496,,,,,,,,,,,,,3.657430499995826,3.657466500008013,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
332,0,332,0,0,0,0,0,0,0,0,332,0,332,0,3.6674402999924496,,,,,,,,,,,,,3.6584671000018716,3.6584988000104204,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
333,0,333,0,0,0,0,0,0,0,0,333,0,333,0,3.6674402999924496,,,,,,,,,,,,,3.659226999996463,3.6592547000036575,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
334,0,334,0,0,0,0,0,0,0,0,334,0,334,0,3.6674402999924496,,,,,,,,,,,,,3.6604579999984708,3.660492700000759,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
335,0,335,0,0,0,0,0,0,0,0,335,0,335,0,3.6674402999924496,,,,,,,,,,,,,3.6607976999948733,3.6608414000074845,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
336,0,336,0,0,0,0,0,0,0,0,336,0,336,0,3.6674402999924496,,,,,,,,,,,,,3.6613973999919835,3.6614286999974865,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
337,0,337,0,0,0,0,0,0,0,0,337,0,337,0,3.6674402999924496,,,,,,,,,,,,,3.6621999999915715,3.6676008999929763,3.6674402999924496,3.6674402999924496,3.6674402999924496,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
338,0,338,0,0,0,0,0,0,0,0,338,0,338,0,3.6797577000106685,,,,,,,,,,,,,3.6685903999896254,3.668619900010526,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
339,0,339,0,0,0,0,0,0,0,0,339,0,339,0,3.6797577000106685,,,,,,,,,,,,,3.670145299984142,3.670202799985418,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
340,0,340,0,0,0,0,0,0,0,0,340,0,340,0,3.6797577000106685,,,,,,,,,,,,,3.6713390999939293,3.6714017000049353,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
341,0,341,0,0,0,0,0,0,0,0,341,0,341,0,3.6797577000106685,,,,,,,,,,,,,3.672228199982783,3.6722508000093512,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
342,0,342,0,0,0,0,0,0,0,0,342,0,342,0,3.6797577000106685,,,,,,,,,,,,,3.6732665000017732,3.673312500002794,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
343,0,343,0,0,0,0,0,0,0,0,343,0,343,0,3.6797577000106685,,,,,,,,,,,,,3.6741557999921497,3.679896799993003,3.6797577000106685,3.6797577000106685,3.6797577000106685,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
344,0,344,0,0,0,0,0,0,0,0,344,0,344,0,3.6921239999937825,,,,,,,,,,,,,3.681787899986375,3.6818262999877334,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
345,0,345,0,0,0,0,0,0,0,0,345,0,345,0,3.6921239999937825,,,,,,,,,,,,,3.6825673999846913,3.6826159000047483,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
346,0,346,0,0,0,0,0,0,0,0,346,0,346,0,3.6921239999937825,,,,,,,,,,,,,3.6833961000083946,3.6834340000059456,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
347,0,347,0,0,0,0,0,0,0,0,347,0,347,0,3.6921239999937825,,,,,,,,,,,,,3.6842102000082377,3.684235599997919,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
348,0,348,0,0,0,0,0,0,0,0,348,0,348,0,3.6921239999937825,,,,,,,,,,,,,3.685267399996519,3.685288499982562,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
349,0,349,0,0,0,0,0,0,0,0,349,0,349,0,3.6921239999937825,,,,,,,,,,,,,3.686286000011023,3.6925940999935847,3.6921239999937825,3.6921239999937825,3.6921239999937825,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
350,0,350,0,0,0,0,0,0,0,0,350,0,350,0,3.70641230000183,,,,,,,,,,,,,3.693525499984389,3.6935566999891307,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
351,0,351,0,0,0,0,0,0,0,0,351,0,351,0,3.70641230000183,,,,,,,,,,,,,3.6945036000106484,3.694564100005664,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
