thisN,thisTrialN,thisRepN,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,Init.started,text.started,key_resp.started,Init.stopped,key_resp.keys,key_resp.rt,key_resp.duration,prep.started,text_2.started,text_2.stopped,prep.stopped,run.started,run.stopped,Eyes.started,prog.started,polygon.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,0,9,0,0,0,0,0,0,0,0,9,0,9,0,3.0206485000089742,,,,,,,,,,,,,3.010176000010688,3.0102059000055306,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
10,0,10,0,0,0,0,0,0,0,0,10,0,10,0,3.0206485000089742,,,,,,,,,,,,,3.011315799987642,3.011351699999068,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
11,0,11,0,0,0,0,0,0,0,0,11,0,11,0,3.0206485000089742,,,,,,,,,,,,,3.0117344000027515,3.01176540000597,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
12,0,12,0,0,0,0,0,0,0,0,12,0,12,0,3.0206485000089742,,,,,,,,,,,,,3.013109899999108,3.0131390999886207,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
13,0,13,0,0,0,0,0,0,0,0,13,0,13,0,3.0206485000089742,,,,,,,,,,,,,3.0138667999999598,3.020846100000199,3.0206485000089742,3.0206485000089742,3.0206485000089742,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
14,0,14,0,0,0,0,0,0,0,0,14,0,14,0,3.0365004999912344,,,,,,,,,,,,,3.022097400011262,3.022125399991637,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
15,0,15,0,0,0,0,0,0,0,0,15,0,15,0,3.0365004999912344,,,,,,,,,,,,,3.023002700007055,3.0230395999969915,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
16,0,16,0,0,0,0,0,0,0,0,16,0,16,0,3.0365004999912344,,,,,,,,,,,,,3.024162099987734,3.024194700003136,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
17,0,17,0,0,0,0,0,0,0,0,17,0,17,0,3.0365004999912344,,,,,,,,,,,,,3.024956499983091,3.0249829000094905,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
18,0,18,0,0,0,0,0,0,0,0,18,0,18,0,3.0365004999912344,,,,,,,,,,,,,3.026153999991948,3.0261805999907665,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
19,0,19,0,0,0,0,0,0,0,0,19,0,19,0,3.0365004999912344,,,,,,,,,,,,,3.027085999987321,3.0271098999946844,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
20,0,20,0,0,0,0,0,0,0,0,20,0,20,0,3.0365004999912344,,,,,,,,,,,,,3.0281774000031874,3.0366763999918476,3.0365004999912344,3.0365004999912344,3.0365004999912344,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
21,0,21,0,0,0,0,0,0,0,0,21,0,21,0,3.059458600007929,,,,,,,,,,,,,3.038650600006804,3.0386845000030007,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
22,0,22,0,0,0,0,0,0,0,0,22,0,22,0,3.059458600007929,,,,,,,,,,,,,3.04070139999385,3.0407440999988467,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
23,0,23,0,0,0,0,0,0,0,0,23,0,23,0,3.059458600007929,,,,,,,,,,,,,3.0425202999904286,3.0425808999862056,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
24,0,24,0,0,0,0,0,0,0,0,24,0,24,0,3.059458600007929,,,,,,,,,,,,,3.044433300005039,3.044524500000989,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
25,0,25,0,0,0,0,0,0,0,0,25,0,25,0,3.059458600007929,,,,,,,,,,,,,3.0459838999959175,3.0460190000012517,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
26,0,26,0,0,0,0,0,0,0,0,26,0,26,0,3.059458600007929,,,,,,,,,,,,,3.047045799990883,3.0470762999902945,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
27,0,27,0,0,0,0,0,0,0,0,27,0,27,0,3.059458600007929,,,,,,,,,,,,,3.04811149998568,3.048181399994064,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
28,0,28,0,0,0,0,0,0,0,0,28,0,28,0,3.059458600007929,,,,,,,,,,,,,3.0490181999921333,3.049053800001275,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
29,0,29,0,0,0,0,0,0,0,0,29,0,29,0,3.059458600007929,,,,,,,,,,,,,3.0500277999963146,3.0500568999850657,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
30,0,30,0,0,0,0,0,0,0,0,30,0,30,0,3.059458600007929,,,,,,,,,,,,,3.0509157000051346,3.0509449999954086,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
31,0,31,0,0,0,0,0,0,0,0,31,0,31,0,3.059458600007929,,,,,,,,,,,,,3.0520025999867357,3.0520283000078052,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
32,0,32,0,0,0,0,0,0,0,0,32,0,32,0,3.059458600007929,,,,,,,,,,,,,3.0530706999998074,3.053127699997276,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
33,0,33,0,0,0,0,0,0,0,0,33,0,33,0,3.059458600007929,,,,,,,,,,,,,3.053899199992884,3.0596702999901026,3.059458600007929,3.059458600007929,3.059458600007929,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
34,0,34,0,0,0,0,0,0,0,0,34,0,34,0,3.0707365999987815,,,,,,,,,,,,,3.0611537999939173,3.061198000010336,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
35,0,35,0,0,0,0,0,0,0,0,35,0,35,0,3.0707365999987815,,,,,,,,,,,,,3.0620990000024904,3.062145200005034,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
36,0,36,0,0,0,0,0,0,0,0,36,0,36,0,3.0707365999987815,,,,,,,,,,,,,3.063438799988944,3.063472699985141,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
37,0,37,0,0,0,0,0,0,0,0,37,0,37,0,3.0707365999987815,,,,,,,,,,,,,3.064037600008305,3.0640683000092395,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
38,0,38,0,0,0,0,0,0,0,0,38,0,38,0,3.0707365999987815,,,,,,,,,,,,,3.0652595999999903,3.0652998999867123,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
39,0,39,0,0,0,0,0,0,0,0,39,0,39,0,3.0707365999987815,,,,,,,,,,,,,3.066198999993503,3.070894100004807,3.0707365999987815,3.0707365999987815,3.0707365999987815,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
40,0,40,0,0,0,0,0,0,0,0,40,0,40,0,3.0868167000007816,,,,,,,,,,,,,3.072022599983029,3.0720602000073995,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
41,0,41,0,0,0,0,0,0,0,0,41,0,41,0,3.0868167000007816,,,,,,,,,,,,,3.073062299983576,3.073093799990602,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
42,0,42,0,0,0,0,0,0,0,0,42,0,42,0,3.0868167000007816,,,,,,,,,,,,,3.07413729999098,3.07417279999936,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
43,0,43,0,0,0,0,0,0,0,0,43,0,43,0,3.0868167000007816,,,,,,,,,,,,,3.075202200008789,3.0752346999943256,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
44,0,44,0,0,0,0,0,0,0,0,44,0,44,0,3.0868167000007816,,,,,,,,,,,,,3.076310700009344,3.087258199986536,3.0868167000007816,3.0868167000007816,3.0868167000007816,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
45,0,45,0,0,0,0,0,0,0,0,45,0,45,0,3.1050211999972817,,,,,,,,,,,,,3.0881186999904457,3.0881531999912113,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
46,0,46,0,0,0,0,0,0,0,0,46,0,46,0,3.1050211999972817,,,,,,,,,,,,,3.089108199987095,3.0891396999941207,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
47,0,47,0,0,0,0,0,0,0,0,47,0,47,0,3.1050211999972817,,,,,,,,,,,,,3.0905506999988575,3.0905867999827024,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
48,0,48,0,0,0,0,0,0,0,0,48,0,48,0,3.1050211999972817,,,,,,,,,,,,,3.0921931999910157,3.092220799997449,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
49,0,49,0,0,0,0,0,0,0,0,49,0,49,0,3.1050211999972817,,,,,,,,,,,,,3.0928949000081047,3.092921800009208,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
50,0,50,0,0,0,0,0,0,0,0,50,0,50,0,3.1050211999972817,,,,,,,,,,,,,3.0939804000081494,3.0940094999969006,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
51,0,51,0,0,0,0,0,0,0,0,51,0,51,0,3.1050211999972817,,,,,,,,,,,,,3.095186799997464,3.0952364999975543,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
52,0,52,0,0,0,0,0,0,0,0,52,0,52,0,3.1050211999972817,,,,,,,,,,,,,3.096011199988425,3.0960400000039954,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
53,0,53,0,0,0,0,0,0,0,0,53,0,53,0,3.1050211999972817,,,,,,,,,,,,,3.0970806000113953,3.097109199996339,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
54,0,54,0,0,0,0,0,0,0,0,54,0,54,0,3.1050211999972817,,,,,,,,,,,,,3.097959600010654,3.0979892000032123,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
55,0,55,0,0,0,0,0,0,0,0,55,0,55,0,3.1050211999972817,,,,,,,,,,,,,3.099115899996832,3.0991482000099495,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
56,0,56,0,0,0,0,0,0,0,0,56,0,56,0,3.1050211999972817,,,,,,,,,,,,,3.099994099989999,3.105192099988926,3.1050211999972817,3.1050211999972817,3.1050211999972817,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
57,0,57,0,0,0,0,0,0,0,0,57,0,57,0,3.120875699998578,,,,,,,,,,,,,3.10600460000569,3.1060374999942724,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
58,0,58,0,0,0,0,0,0,0,0,58,0,58,0,3.120875699998578,,,,,,,,,,,,,3.1069612999854144,3.1070057000033557,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
59,0,59,0,0,0,0,0,0,0,0,59,0,59,0,3.120875699998578,,,,,,,,,,,,,3.108013499993831,3.108053600008134,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
60,0,60,0,0,0,0,0,0,0,0,60,0,60,0,3.120875699998578,,,,,,,,,,,,,3.109010899992427,3.109041999996407,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
61,0,61,0,0,0,0,0,0,0,0,61,0,61,0,3.120875699998578,,,,,,,,,,,,,3.1100086999940686,3.1210229999851435,3.120875699998578,3.120875699998578,3.120875699998578,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
62,0,62,0,0,0,0,0,0,0,0,62,0,62,0,3.138223099987954,,,,,,,,,,,,,3.1215079000103287,3.1215474999917205,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
63,0,63,0,0,0,0,0,0,0,0,63,0,63,0,3.138223099987954,,,,,,,,,,,,,3.1221837000048254,3.122207400010666,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
64,0,64,0,0,0,0,0,0,0,0,64,0,64,0,3.138223099987954,,,,,,,,,,,,,3.1230976000078954,3.123131400003331,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
65,0,65,0,0,0,0,0,0,0,0,65,0,65,0,3.138223099987954,,,,,,,,,,,,,3.1242803999921307,3.12433140000212,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
66,0,66,0,0,0,0,0,0,0,0,66,0,66,0,3.138223099987954,,,,,,,,,,,,,3.1252335000026505,3.1252644000051077,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
67,0,67,0,0,0,0,0,0,0,0,67,0,67,0,3.138223099987954,,,,,,,,,,,,,3.1259297000069637,3.1259619999909773,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
68,0,68,0,0,0,0,0,0,0,0,68,0,68,0,3.138223099987954,,,,,,,,,,,,,3.126841899997089,3.126866100006737,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
69,0,69,0,0,0,0,0,0,0,0,69,0,69,0,3.138223099987954,,,,,,,,,,,,,3.1282883000094444,3.128341300005559,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
70,0,70,0,0,0,0,0,0,0,0,70,0,70,0,3.138223099987954,,,,,,,,,,,,,3.128893599990988,3.1289230000111274,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
71,0,71,0,0,0,0,0,0,0,0,71,0,71,0,3.138223099987954,,,,,,,,,,,,,3.130046100006439,3.13838640000904,3.138223099987954,3.138223099987954,3.138223099987954,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
72,0,72,0,0,0,0,0,0,0,0,72,0,72,0,3.1507893000089098,,,,,,,,,,,,,3.1389726999914274,3.1390054000075907,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
73,0,73,0,0,0,0,0,0,0,0,73,0,73,0,3.1507893000089098,,,,,,,,,,,,,3.1400055999984033,3.140041700011352,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
74,0,74,0,0,0,0,0,0,0,0,74,0,74,0,3.1507893000089098,,,,,,,,,,,,,3.141261399985524,3.141316499997629,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
75,0,75,0,0,0,0,0,0,0,0,75,0,75,0,3.1507893000089098,,,,,,,,,,,,,3.1420867999840993,3.1421171999827493,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
76,0,76,0,0,0,0,0,0,0,0,76,0,76,0,3.1507893000089098,,,,,,,,,,,,,3.142973699985305,3.1430002999841236,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
77,0,77,0,0,0,0,0,0,0,0,77,0,77,0,3.1507893000089098,,,,,,,,,,,,,3.1439099999843165,3.143937399989227,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
78,0,78,0,0,0,0,0,0,0,0,78,0,78,0,3.1507893000089098,,,,,,,,,,,,,3.1453866999945603,3.1454152000078466,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
79,0,79,0,0,0,0,0,0,0,0,79,0,79,0,3.1507893000089098,,,,,,,,,,,,,3.14587889998802,3.1509313999849837,3.1507893000089098,3.1507893000089098,3.1507893000089098,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
80,0,80,0,0,0,0,0,0,0,0,80,0,80,0,3.163347599998815,,,,,,,,,,,,,3.152108499984024,3.1521393999864813,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
81,0,81,0,0,0,0,0,0,0,0,81,0,81,0,3.163347599998815,,,,,,,,,,,,,3.1535041999886744,3.153541200008476,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
82,0,82,0,0,0,0,0,0,0,0,82,0,82,0,3.163347599998815,,,,,,,,,,,,,3.15415230000508,3.1541816999961156,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
83,0,83,0,0,0,0,0,0,0,0,83,0,83,0,3.163347599998815,,,,,,,,,,,,,3.155074499984039,3.155102499993518,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
84,0,84,0,0,0,0,0,0,0,0,84,0,84,0,3.163347599998815,,,,,,,,,,,,,3.1559978000004776,3.1635210000094958,3.163347599998815,3.163347599998815,3.163347599998815,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
85,0,85,0,0,0,0,0,0,0,0,85,0,85,0,3.192708999995375,,,,,,,,,,,,,3.1653081999975257,3.1653516000078525,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
86,0,86,0,0,0,0,0,0,0,0,86,0,86,0,3.192708999995375,,,,,,,,,,,,,3.1660153999982867,3.166057800000999,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
87,0,87,0,0,0,0,0,0,0,0,87,0,87,0,3.192708999995375,,,,,,,,,,,,,3.167094000003999,3.167127699998673,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
88,0,88,0,0,0,0,0,0,0,0,88,0,88,0,3.192708999995375,,,,,,,,,,,,,3.1680197000096086,3.1680498000059742,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
89,0,89,0,0,0,0,0,0,0,0,89,0,89,0,3.192708999995375,,,,,,,,,,,,,3.1692531000007875,3.169299500004854,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
90,0,90,0,0,0,0,0,0,0,0,90,0,90,0,3.192708999995375,,,,,,,,,,,,,3.17040899998392,3.1706458999833558,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
91,0,91,0,0,0,0,0,0,0,0,91,0,91,0,3.192708999995375,,,,,,,,,,,,,3.1718964999890886,3.1719239999947604,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
92,0,92,0,0,0,0,0,0,0,0,92,0,92,0,3.192708999995375,,,,,,,,,,,,,3.1730480999976862,3.1730750999995507,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
93,0,93,0,0,0,0,0,0,0,0,93,0,93,0,3.192708999995375,,,,,,,,,,,,,3.174935999995796,3.1750925999949686,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
94,0,94,0,0,0,0,0,0,0,0,94,0,94,0,3.192708999995375,,,,,,,,,,,,,3.1773844999843277,3.1783833999943454,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
95,0,95,0,0,0,0,0,0,0,0,95,0,95,0,3.192708999995375,,,,,,,,,,,,,3.180537500011269,3.1806199999991804,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
96,0,96,0,0,0,0,0,0,0,0,96,0,96,0,3.192708999995375,,,,,,,,,,,,,3.181570399989141,3.1816468999895733,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
97,0,97,0,0,0,0,0,0,0,0,97,0,97,0,3.192708999995375,,,,,,,,,,,,,3.1829552999988664,3.18303190000006,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
98,0,98,0,0,0,0,0,0,0,0,98,0,98,0,3.192708999995375,,,,,,,,,,,,,3.1847233999869786,3.184799999988172,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
99,0,99,0,0,0,0,0,0,0,0,99,0,99,0,3.192708999995375,,,,,,,,,,,,,3.1855726999929175,3.193019300000742,3.192708999995375,3.192708999995375,3.192708999995375,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
100,0,100,0,0,0,0,0,0,0,0,100,0,100,0,3.2048842000076547,,,,,,,,,,,,,3.1946632000035606,3.1947276999999303,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
101,0,101,0,0,0,0,0,0,0,0,101,0,101,0,3.2048842000076547,,,,,,,,,,,,,3.195581799984211,3.1956290999951307,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
102,0,102,0,0,0,0,0,0,0,0,102,0,102,0,3.2048842000076547,,,,,,,,,,,,,3.1964257000072394,3.196477799996501,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
103,0,103,0,0,0,0,0,0,0,0,103,0,103,0,3.2048842000076547,,,,,,,,,,,,,3.1974615000071935,3.197516699990956,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
104,0,104,0,0,0,0,0,0,0,0,104,0,104,0,3.2048842000076547,,,,,,,,,,,,,3.198437399987597,3.1984849000000395,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
105,0,105,0,0,0,0,0,0,0,0,105,0,105,0,3.2048842000076547,,,,,,,,,,,,,3.199485099990852,3.1995338999840897,,,,557080,001,2025-10-23_17h01.00.187,run,2024.2.4,None,2025-10-23 17h01.06.624979 +0800,
