thisN,thisTrialN,thisRepN,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,Init.started,text.started,key_resp.started,Init.stopped,key_resp.keys,key_resp.rt,key_resp.duration,prep.started,text_2.started,text_2.stopped,prep.stopped,run.started,run.stopped,Eyes.started,prog.started,polygon.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
756,0,756,0,0,0,0,0,0,0,0,756,0,756,0,3.987236999993911,,,,,,,,,,,,,3.981128200015519,3.9811535000044387,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
757,0,757,0,0,0,0,0,0,0,0,757,0,757,0,3.987236999993911,,,,,,,,,,,,,3.9822343999985605,3.9822734000044875,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
758,0,758,0,0,0,0,0,0,0,0,758,0,758,0,3.987236999993911,,,,,,,,,,,,,3.9832013999985065,3.983232600003248,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
759,0,759,0,0,0,0,0,0,0,0,759,0,759,0,3.987236999993911,,,,,,,,,,,,,3.9842176999954972,3.9874166999943554,3.987236999993911,3.987236999993911,3.987236999993911,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
760,0,760,0,0,0,0,0,0,0,0,760,0,760,0,3.9965237000142224,,,,,,,,,,,,,3.988213300006464,3.988247900007991,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
761,0,761,0,0,0,0,0,0,0,0,761,0,761,0,3.9965237000142224,,,,,,,,,,,,,3.9892159000155516,3.9892426000151318,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
762,0,762,0,0,0,0,0,0,0,0,762,0,762,0,3.9965237000142224,,,,,,,,,,,,,3.990428199991584,3.990477799990913,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
763,0,763,0,0,0,0,0,0,0,0,763,0,763,0,3.9965237000142224,,,,,,,,,,,,,3.9912379999877885,3.997024300013436,3.9965237000142224,3.9965237000142224,3.9965237000142224,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
764,0,764,0,0,0,0,0,0,0,0,764,0,764,0,4.009901599987643,,,,,,,,,,,,,3.998305299988715,3.998341500002425,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
765,0,765,0,0,0,0,0,0,0,0,765,0,765,0,4.009901599987643,,,,,,,,,,,,,3.9995146000001114,3.999555699992925,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
766,0,766,0,0,0,0,0,0,0,0,766,0,766,0,4.009901599987643,,,,,,,,,,,,,4.000387200008845,4.000416800001403,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
767,0,767,0,0,0,0,0,0,0,0,767,0,767,0,4.009901599987643,,,,,,,,,,,,,4.001279999996768,4.001315900008194,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
768,0,768,0,0,0,0,0,0,0,0,768,0,768,0,4.009901599987643,,,,,,,,,,,,,4.002267500007292,4.01052169999457,4.009901599987643,4.009901599987643,4.009901599987643,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
769,0,769,0,0,0,0,0,0,0,0,769,0,769,0,4.025657099991804,,,,,,,,,,,,,4.011407400015742,4.011445799987996,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
770,0,770,0,0,0,0,0,0,0,0,770,0,770,0,4.025657099991804,,,,,,,,,,,,,4.012256999994861,4.01229310000781,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
771,0,771,0,0,0,0,0,0,0,0,771,0,771,0,4.025657099991804,,,,,,,,,,,,,4.013113299995894,4.0131406000000425,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
772,0,772,0,0,0,0,0,0,0,0,772,0,772,0,4.025657099991804,,,,,,,,,,,,,4.014074700011406,4.014103099994827,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
773,0,773,0,0,0,0,0,0,0,0,773,0,773,0,4.025657099991804,,,,,,,,,,,,,4.015436599991517,4.0154941999935545,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
774,0,774,0,0,0,0,0,0,0,0,774,0,774,0,4.025657099991804,,,,,,,,,,,,,4.016200200014282,4.016237400006503,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
775,0,775,0,0,0,0,0,0,0,0,775,0,775,0,4.025657099991804,,,,,,,,,,,,,4.017179699992994,4.017206999997143,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
776,0,776,0,0,0,0,0,0,0,0,776,0,776,0,4.025657099991804,,,,,,,,,,,,,4.0180696999887004,4.0262126000016,4.025657099991804,4.025657099991804,4.025657099991804,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
777,0,777,0,0,0,0,0,0,0,0,777,0,777,0,4.041930700012017,,,,,,,,,,,,,4.027370399999199,4.027413100004196,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
778,0,778,0,0,0,0,0,0,0,0,778,0,778,0,4.041930700012017,,,,,,,,,,,,,4.0282300999970175,4.028271199989831,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
779,0,779,0,0,0,0,0,0,0,0,779,0,779,0,4.041930700012017,,,,,,,,,,,,,4.029314499988686,4.029353499994613,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
780,0,780,0,0,0,0,0,0,0,0,780,0,780,0,4.041930700012017,,,,,,,,,,,,,4.0302010999876074,4.030232299992349,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
781,0,781,0,0,0,0,0,0,0,0,781,0,781,0,4.041930700012017,,,,,,,,,,,,,4.031171100010397,4.031204400002025,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
782,0,782,0,0,0,0,0,0,0,0,782,0,782,0,4.041930700012017,,,,,,,,,,,,,4.0321521000005305,4.032183600007556,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
783,0,783,0,0,0,0,0,0,0,0,783,0,783,0,4.041930700012017,,,,,,,,,,,,,4.033201899990672,4.033241800003452,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
784,0,784,0,0,0,0,0,0,0,0,784,0,784,0,4.041930700012017,,,,,,,,,,,,,4.034140200004913,4.042345099995146,4.041930700012017,4.041930700012017,4.041930700012017,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
785,0,785,0,0,0,0,0,0,0,0,785,0,785,0,4.055202299990924,,,,,,,,,,,,,4.043239599996014,4.04328670000541,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
786,0,786,0,0,0,0,0,0,0,0,786,0,786,0,4.055202299990924,,,,,,,,,,,,,4.044363799999701,4.044421300000977,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
787,0,787,0,0,0,0,0,0,0,0,787,0,787,0,4.055202299990924,,,,,,,,,,,,,4.045284099993296,4.045317600015551,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
788,0,788,0,0,0,0,0,0,0,0,788,0,788,0,4.055202299990924,,,,,,,,,,,,,4.0461894999898504,4.046225700003561,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
789,0,789,0,0,0,0,0,0,0,0,789,0,789,0,4.055202299990924,,,,,,,,,,,,,4.047195099992678,4.047224600013578,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
790,0,790,0,0,0,0,0,0,0,0,790,0,790,0,4.055202299990924,,,,,,,,,,,,,4.04815509999753,4.0481858999992255,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
791,0,791,0,0,0,0,0,0,0,0,791,0,791,0,4.055202299990924,,,,,,,,,,,,,4.049301299994113,4.049331599992001,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
792,0,792,0,0,0,0,0,0,0,0,792,0,792,0,4.055202299990924,,,,,,,,,,,,,4.05011869998998,4.055369999987306,4.055202299990924,4.055202299990924,4.055202299990924,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
793,0,793,0,0,0,0,0,0,0,0,793,0,793,0,4.067069100012304,,,,,,,,,,,,,4.056518600002164,4.056562300014775,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
794,0,794,0,0,0,0,0,0,0,0,794,0,794,0,4.067069100012304,,,,,,,,,,,,,4.0568919999932405,4.056924800010165,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
795,0,795,0,0,0,0,0,0,0,0,795,0,795,0,4.067069100012304,,,,,,,,,,,,,4.058263499988243,4.05830179998884,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
796,0,796,0,0,0,0,0,0,0,0,796,0,796,0,4.067069100012304,,,,,,,,,,,,,4.059285099996487,4.059317500010366,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
797,0,797,0,0,0,0,0,0,0,0,797,0,797,0,4.067069100012304,,,,,,,,,,,,,4.060163199988892,4.067218600015622,4.067069100012304,4.067069100012304,4.067069100012304,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
798,0,798,0,0,0,0,0,0,0,0,798,0,798,0,4.079415100015467,,,,,,,,,,,,,4.068282099993667,4.068323299987242,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
799,0,799,0,0,0,0,0,0,0,0,799,0,799,0,4.079415100015467,,,,,,,,,,,,,4.069443699991098,4.06947700001183,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
800,0,800,0,0,0,0,0,0,0,0,800,0,800,0,4.079415100015467,,,,,,,,,,,,,4.070175500004552,4.070210700010648,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
801,0,801,0,0,0,0,0,0,0,0,801,0,801,0,4.079415100015467,,,,,,,,,,,,,4.07120850001229,4.071237399999518,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
802,0,802,0,0,0,0,0,0,0,0,802,0,802,0,4.079415100015467,,,,,,,,,,,,,4.072218599991174,4.072259800013853,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
803,0,803,0,0,0,0,0,0,0,0,803,0,803,0,4.079415100015467,,,,,,,,,,,,,4.0732372000056785,4.0732718000072055,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
804,0,804,0,0,0,0,0,0,0,0,804,0,804,0,4.079415100015467,,,,,,,,,,,,,4.07417350000469,4.079584799997974,4.079415100015467,4.079415100015467,4.079415100015467,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
805,0,805,0,0,0,0,0,0,0,0,805,0,805,0,4.087754600011976,,,,,,,,,,,,,4.08028490000288,4.080320700013544,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
806,0,806,0,0,0,0,0,0,0,0,806,0,806,0,4.087754600011976,,,,,,,,,,,,,4.081273199990392,4.081308699998772,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
807,0,807,0,0,0,0,0,0,0,0,807,0,807,0,4.087754600011976,,,,,,,,,,,,,4.082343699992634,4.082377100014128,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
808,0,808,0,0,0,0,0,0,0,0,808,0,808,0,4.087754600011976,,,,,,,,,,,,,4.083202900015749,4.083236200007377,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
809,0,809,0,0,0,0,0,0,0,0,809,0,809,0,4.087754600011976,,,,,,,,,,,,,4.08416609998676,4.087898700003279,4.087754600011976,4.087754600011976,4.087754600011976,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
810,0,810,0,0,0,0,0,0,0,0,810,0,810,0,4.1008671000017785,,,,,,,,,,,,,4.089247399999294,4.089284099987708,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
811,0,811,0,0,0,0,0,0,0,0,811,0,811,0,4.1008671000017785,,,,,,,,,,,,,4.0901936999871396,4.090230500005418,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
812,0,812,0,0,0,0,0,0,0,0,812,0,812,0,4.1008671000017785,,,,,,,,,,,,,4.0913897000136785,4.091434300004039,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
813,0,813,0,0,0,0,0,0,0,0,813,0,813,0,4.1008671000017785,,,,,,,,,,,,,4.092280400014715,4.101026699994691,4.1008671000017785,4.1008671000017785,4.1008671000017785,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
814,0,814,0,0,0,0,0,0,0,0,814,0,814,0,4.11712529999204,,,,,,,,,,,,,4.102568200003589,4.102637400006643,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
815,0,815,0,0,0,0,0,0,0,0,815,0,815,0,4.11712529999204,,,,,,,,,,,,,4.103352000005543,4.103387700015446,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
816,0,816,0,0,0,0,0,0,0,0,816,0,816,0,4.11712529999204,,,,,,,,,,,,,4.104274899989832,4.104309599992121,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
817,0,817,0,0,0,0,0,0,0,0,817,0,817,0,4.11712529999204,,,,,,,,,,,,,4.105270900006872,4.1053026000154205,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
818,0,818,0,0,0,0,0,0,0,0,818,0,818,0,4.11712529999204,,,,,,,,,,,,,4.1062264000065625,4.106252800003858,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
819,0,819,0,0,0,0,0,0,0,0,819,0,819,0,4.11712529999204,,,,,,,,,,,,,4.107417999999598,4.107461500010686,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
820,0,820,0,0,0,0,0,0,0,0,820,0,820,0,4.11712529999204,,,,,,,,,,,,,4.108328600006644,4.108359800011385,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
821,0,821,0,0,0,0,0,0,0,0,821,0,821,0,4.11712529999204,,,,,,,,,,,,,4.1091922000050545,4.109222200000659,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
822,0,822,0,0,0,0,0,0,0,0,822,0,822,0,4.11712529999204,,,,,,,,,,,,,4.110132000001613,4.1173552999971434,4.11712529999204,4.11712529999204,4.11712529999204,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
823,0,823,0,0,0,0,0,0,0,0,823,0,823,0,4.129626999987522,,,,,,,,,,,,,4.118301500013331,4.118346100003691,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
824,0,824,0,0,0,0,0,0,0,0,824,0,824,0,4.129626999987522,,,,,,,,,,,,,4.119388999999501,4.119426399993245,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
825,0,825,0,0,0,0,0,0,0,0,825,0,825,0,4.129626999987522,,,,,,,,,,,,,4.120468200009782,4.12050590000581,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
826,0,826,0,0,0,0,0,0,0,0,826,0,826,0,4.129626999987522,,,,,,,,,,,,,4.121234399994137,4.121260799991433,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
827,0,827,0,0,0,0,0,0,0,0,827,0,827,0,4.129626999987522,,,,,,,,,,,,,4.122266999998828,4.122290300001623,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
828,0,828,0,0,0,0,0,0,0,0,828,0,828,0,4.129626999987522,,,,,,,,,,,,,4.1233689000073355,4.123403200006578,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
829,0,829,0,0,0,0,0,0,0,0,829,0,829,0,4.129626999987522,,,,,,,,,,,,,4.124386999988928,4.124417299986817,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
830,0,830,0,0,0,0,0,0,0,0,830,0,830,0,4.129626999987522,,,,,,,,,,,,,4.125110599998152,4.129781299998285,4.129626999987522,4.129626999987522,4.129626999987522,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
831,0,831,0,0,0,0,0,0,0,0,831,0,831,0,4.1432967000000644,,,,,,,,,,,,,4.131307400006335,4.131343299988657,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
832,0,832,0,0,0,0,0,0,0,0,832,0,832,0,4.1432967000000644,,,,,,,,,,,,,4.132587100000819,4.132628399995156,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
833,0,833,0,0,0,0,0,0,0,0,833,0,833,0,4.1432967000000644,,,,,,,,,,,,,4.133430999994744,4.133470400003716,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
834,0,834,0,0,0,0,0,0,0,0,834,0,834,0,4.1432967000000644,,,,,,,,,,,,,4.134236300014891,4.143468299997039,4.1432967000000644,4.1432967000000644,4.1432967000000644,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
835,0,835,0,0,0,0,0,0,0,0,835,0,835,0,4.158973599987803,,,,,,,,,,,,,4.144589800009271,4.144650000002002,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
836,0,836,0,0,0,0,0,0,0,0,836,0,836,0,4.158973599987803,,,,,,,,,,,,,4.145113600010518,4.1451439000084065,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
837,0,837,0,0,0,0,0,0,0,0,837,0,837,0,4.158973599987803,,,,,,,,,,,,,4.146303399989847,4.14633540000068,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
838,0,838,0,0,0,0,0,0,0,0,838,0,838,0,4.158973599987803,,,,,,,,,,,,,4.147219700011192,4.1472477999923285,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
839,0,839,0,0,0,0,0,0,0,0,839,0,839,0,4.158973599987803,,,,,,,,,,,,,4.1482507000037,4.148286600015126,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
840,0,840,0,0,0,0,0,0,0,0,840,0,840,0,4.158973599987803,,,,,,,,,,,,,4.1492238999926485,4.1492617999901995,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
841,0,841,0,0,0,0,0,0,0,0,841,0,841,0,4.158973599987803,,,,,,,,,,,,,4.150310299999546,4.150340399995912,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
842,0,842,0,0,0,0,0,0,0,0,842,0,842,0,4.158973599987803,,,,,,,,,,,,,4.151211299991701,4.1512420999933966,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
843,0,843,0,0,0,0,0,0,0,0,843,0,843,0,4.158973599987803,,,,,,,,,,,,,4.1524978000088595,4.152548799989745,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
844,0,844,0,0,0,0,0,0,0,0,844,0,844,0,4.158973599987803,,,,,,,,,,,,,4.153204200003529,4.159189099998912,4.158973599987803,4.158973599987803,4.158973599987803,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
845,0,845,0,0,0,0,0,0,0,0,845,0,845,0,4.175486099993577,,,,,,,,,,,,,4.160252300003776,4.160284100013087,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
846,0,846,0,0,0,0,0,0,0,0,846,0,846,0,4.175486099993577,,,,,,,,,,,,,4.161343999992823,4.161389099986991,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
847,0,847,0,0,0,0,0,0,0,0,847,0,847,0,4.175486099993577,,,,,,,,,,,,,4.162380099995062,4.162411500001326,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
848,0,848,0,0,0,0,0,0,0,0,848,0,848,0,4.175486099993577,,,,,,,,,,,,,4.163231300015468,4.163266399991699,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
849,0,849,0,0,0,0,0,0,0,0,849,0,849,0,4.175486099993577,,,,,,,,,,,,,4.163578200008487,4.175645700015593,4.175486099993577,4.175486099993577,4.175486099993577,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
850,0,850,0,0,0,0,0,0,0,0,850,0,850,0,4.192186400003266,,,,,,,,,,,,,4.1763964999991,4.176431200001389,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
851,0,851,0,0,0,0,0,0,0,0,851,0,851,0,4.192186400003266,,,,,,,,,,,,,4.177357300010044,4.177391000004718,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
852,0,852,0,0,0,0,0,0,0,0,852,0,852,0,4.192186400003266,,,,,,,,,,,,,4.178340699989349,4.1783939999877475,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
853,0,853,0,0,0,0,0,0,0,0,853,0,853,0,4.192186400003266,,,,,,,,,,,,,4.179401100001996,4.179431199998362,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
854,0,854,0,0,0,0,0,0,0,0,854,0,854,0,4.192186400003266,,,,,,,,,,,,,4.180344899999909,4.180373400013195,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
855,0,855,0,0,0,0,0,0,0,0,855,0,855,0,4.192186400003266,,,,,,,,,,,,,4.1813877999957185,4.181419900007313,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
856,0,856,0,0,0,0,0,0,0,0,856,0,856,0,4.192186400003266,,,,,,,,,,,,,4.182243599992944,4.1822757000045385,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
857,0,857,0,0,0,0,0,0,0,0,857,0,857,0,4.192186400003266,,,,,,,,,,,,,4.183234800002538,4.183264799998142,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
858,0,858,0,0,0,0,0,0,0,0,858,0,858,0,4.192186400003266,,,,,,,,,,,,,4.184437399992021,4.184467000013683,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
859,0,859,0,0,0,0,0,0,0,0,859,0,859,0,4.192186400003266,,,,,,,,,,,,,4.185275299998466,4.1853041000140365,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
860,0,860,0,0,0,0,0,0,0,0,860,0,860,0,4.192186400003266,,,,,,,,,,,,,4.1865501000138465,4.186579800007166,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
861,0,861,0,0,0,0,0,0,0,0,861,0,861,0,4.192186400003266,,,,,,,,,,,,,4.187211899989052,4.1923608999932185,4.192186400003266,4.192186400003266,4.192186400003266,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
862,0,862,0,0,0,0,0,0,0,0,862,0,862,0,4.209725199994864,,,,,,,,,,,,,4.193479300010949,4.193514300015522,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
863,0,863,0,0,0,0,0,0,0,0,863,0,863,0,4.209725199994864,,,,,,,,,,,,,4.194770900008734,4.194832000008319,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
864,0,864,0,0,0,0,0,0,0,0,864,0,864,0,4.209725199994864,,,,,,,,,,,,,4.1964599000057206,4.196494800009532,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
865,0,865,0,0,0,0,0,0,0,0,865,0,865,0,4.209725199994864,,,,,,,,,,,,,4.197269199998118,4.197303199995076,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
