thisN,thisTrialN,thisRepN,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,thisRow.t,notes,Init.started,text.started,key_resp.started,Init.stopped,key_resp.keys,key_resp.rt,key_resp.duration,prep.started,text_2.started,text_2.stopped,prep.stopped,run.started,run.stopped,Eyes.started,prog.started,polygon.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.01041409999015741,0.022720800014212728,0.022720800014212728,0.9420704999938607,space,0.8595198999973945,None,,,,,,,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484623800002737,,,,,,,,,0.9440592000028118,0.9547119000053499,2.484623800002737,2.4643385999952443,2.470237500005169,2.4702923000149895,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2.484623800002737,,,,,,,,,,,,,2.47120209998684,2.471244399988791,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,2.484623800002737,,,,,,,,,,,,,2.4720915000070818,2.4721200999920256,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,2.484623800002737,,,,,,,,,,,,,2.473074000008637,2.4730997000006028,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
4,0,4,0,0,0,0,0,0,0,0,4,0,4,0,2.484623800002737,,,,,,,,,,,,,2.4744724000047427,2.4745051999925636,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
5,0,5,0,0,0,0,0,0,0,0,5,0,5,0,2.484623800002737,,,,,,,,,,,,,2.4752763000142295,2.4851101000094786,2.484623800002737,2.484623800002737,2.484623800002737,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
6,0,6,0,0,0,0,0,0,0,0,6,0,6,0,2.5152280000038445,,,,,,,,,,,,,2.4869047999964096,2.4869531000149436,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
7,0,7,0,0,0,0,0,0,0,0,7,0,7,0,2.5152280000038445,,,,,,,,,,,,,2.488798800011864,2.4888553000055254,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
8,0,8,0,0,0,0,0,0,0,0,8,0,8,0,2.5152280000038445,,,,,,,,,,,,,2.490301300014835,2.490338300005533,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
9,0,9,0,0,0,0,0,0,0,0,9,0,9,0,2.5152280000038445,,,,,,,,,,,,,2.491412900009891,2.4914481999876443,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
10,0,10,0,0,0,0,0,0,0,0,10,0,10,0,2.5152280000038445,,,,,,,,,,,,,2.492402800009586,2.4924345999897923,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
11,0,11,0,0,0,0,0,0,0,0,11,0,11,0,2.5152280000038445,,,,,,,,,,,,,2.493819800001802,2.493852200015681,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
12,0,12,0,0,0,0,0,0,0,0,12,0,12,0,2.5152280000038445,,,,,,,,,,,,,2.4956763999944087,2.4957183999940753,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
13,0,13,0,0,0,0,0,0,0,0,13,0,13,0,2.5152280000038445,,,,,,,,,,,,,2.496412500011502,2.49644580000313,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
14,0,14,0,0,0,0,0,0,0,0,14,0,14,0,2.5152280000038445,,,,,,,,,,,,,2.4974335999868345,2.497466400003759,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
15,0,15,0,0,0,0,0,0,0,0,15,0,15,0,2.5152280000038445,,,,,,,,,,,,,2.4985281999979634,2.4985635000048205,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
16,0,16,0,0,0,0,0,0,0,0,16,0,16,0,2.5152280000038445,,,,,,,,,,,,,2.499824800004717,2.499897300003795,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
17,0,17,0,0,0,0,0,0,0,0,17,0,17,0,2.5152280000038445,,,,,,,,,,,,,2.5015653000155,2.5016181000100914,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
18,0,18,0,0,0,0,0,0,0,0,18,0,18,0,2.5152280000038445,,,,,,,,,,,,,2.5023847999982536,2.502447900013067,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
19,0,19,0,0,0,0,0,0,0,0,19,0,19,0,2.5152280000038445,,,,,,,,,,,,,2.503644100012025,2.5156941000022925,2.5152280000038445,2.5152280000038445,2.5152280000038445,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
20,0,20,0,0,0,0,0,0,0,0,20,0,20,0,2.542318799998611,,,,,,,,,,,,,2.5162993000121787,2.5163381999882404,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
21,0,21,0,0,0,0,0,0,0,0,21,0,21,0,2.542318799998611,,,,,,,,,,,,,2.517389099986758,2.517421500000637,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
22,0,22,0,0,0,0,0,0,0,0,22,0,22,0,2.542318799998611,,,,,,,,,,,,,2.5184210000152234,2.5184516000153963,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
23,0,23,0,0,0,0,0,0,0,0,23,0,23,0,2.542318799998611,,,,,,,,,,,,,2.5193177000037394,2.5193497000145726,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
24,0,24,0,0,0,0,0,0,0,0,24,0,24,0,2.542318799998611,,,,,,,,,,,,,2.5201297999883536,2.520166500005871,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
25,0,25,0,0,0,0,0,0,0,0,25,0,25,0,2.542318799998611,,,,,,,,,,,,,2.521162299992284,2.5211984000052325,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
26,0,26,0,0,0,0,0,0,0,0,26,0,26,0,2.542318799998611,,,,,,,,,,,,,2.5221588000131305,2.5221888000087347,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
27,0,27,0,0,0,0,0,0,0,0,27,0,27,0,2.542318799998611,,,,,,,,,,,,,2.5236460999876726,2.5236997999891173,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
28,0,28,0,0,0,0,0,0,0,0,28,0,28,0,2.542318799998611,,,,,,,,,,,,,2.5256463999976404,2.5257050000072923,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
29,0,29,0,0,0,0,0,0,0,0,29,0,29,0,2.542318799998611,,,,,,,,,,,,,2.527390100003686,2.527437699987786,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
30,0,30,0,0,0,0,0,0,0,0,30,0,30,0,2.542318799998611,,,,,,,,,,,,,2.52869579999242,2.528756000014255,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
31,0,31,0,0,0,0,0,0,0,0,31,0,31,0,2.542318799998611,,,,,,,,,,,,,2.530567300011171,2.530619700002717,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
32,0,32,0,0,0,0,0,0,0,0,32,0,32,0,2.542318799998611,,,,,,,,,,,,,2.5313027999945916,2.531366600014735,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
33,0,33,0,0,0,0,0,0,0,0,33,0,33,0,2.542318799998611,,,,,,,,,,,,,2.5324111999943852,2.5324437000090256,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
34,0,34,0,0,0,0,0,0,0,0,34,0,34,0,2.542318799998611,,,,,,,,,,,,,2.5332397999882232,2.542541800008621,2.542318799998611,2.542318799998611,2.542318799998611,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
35,0,35,0,0,0,0,0,0,0,0,35,0,35,0,2.555904400011059,,,,,,,,,,,,,2.543170299992198,2.5432049999944866,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
36,0,36,0,0,0,0,0,0,0,0,36,0,36,0,2.555904400011059,,,,,,,,,,,,,2.54447860000073,2.5445400000025984,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
37,0,37,0,0,0,0,0,0,0,0,37,0,37,0,2.555904400011059,,,,,,,,,,,,,2.545263900014106,2.545321799989324,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
38,0,38,0,0,0,0,0,0,0,0,38,0,38,0,2.555904400011059,,,,,,,,,,,,,2.5461734000127763,2.546209199994337,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
39,0,39,0,0,0,0,0,0,0,0,39,0,39,0,2.555904400011059,,,,,,,,,,,,,2.547189500008244,2.547221399989212,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
40,0,40,0,0,0,0,0,0,0,0,40,0,40,0,2.555904400011059,,,,,,,,,,,,,2.548106900008861,2.5481400999997277,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
41,0,41,0,0,0,0,0,0,0,0,41,0,41,0,2.555904400011059,,,,,,,,,,,,,2.5493001000140794,2.5493327000003774,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
42,0,42,0,0,0,0,0,0,0,0,42,0,42,0,2.555904400011059,,,,,,,,,,,,,2.5501814000017475,2.5560853999922983,2.555904400011059,2.555904400011059,2.555904400011059,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
43,0,43,0,0,0,0,0,0,0,0,43,0,43,0,2.567332400009036,,,,,,,,,,,,,2.5565635999955703,2.5566113000095356,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
44,0,44,0,0,0,0,0,0,0,0,44,0,44,0,2.567332400009036,,,,,,,,,,,,,2.557283100002678,2.5573376000102144,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
45,0,45,0,0,0,0,0,0,0,0,45,0,45,0,2.567332400009036,,,,,,,,,,,,,2.558036800008267,2.5580700999998953,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
46,0,46,0,0,0,0,0,0,0,0,46,0,46,0,2.567332400009036,,,,,,,,,,,,,2.5591468999919016,2.5591802000126336,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
47,0,47,0,0,0,0,0,0,0,0,47,0,47,0,2.567332400009036,,,,,,,,,,,,,2.5600901000143494,2.5675430000119377,2.567332400009036,2.567332400009036,2.567332400009036,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
48,0,48,0,0,0,0,0,0,0,0,48,0,48,0,2.57970239999122,,,,,,,,,,,,,2.56812660000287,2.5681620000104886,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
49,0,49,0,0,0,0,0,0,0,0,49,0,49,0,2.57970239999122,,,,,,,,,,,,,2.569214599992847,2.56924959999742,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
50,0,50,0,0,0,0,0,0,0,0,50,0,50,0,2.57970239999122,,,,,,,,,,,,,2.5700389000121504,2.570077200012747,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
51,0,51,0,0,0,0,0,0,0,0,51,0,51,0,2.57970239999122,,,,,,,,,,,,,2.5709821000054944,2.5710104999889154,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
52,0,52,0,0,0,0,0,0,0,0,52,0,52,0,2.57970239999122,,,,,,,,,,,,,2.57204840000486,2.572081899998011,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
53,0,53,0,0,0,0,0,0,0,0,53,0,53,0,2.57970239999122,,,,,,,,,,,,,2.5730861999909393,2.5731165999895893,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
54,0,54,0,0,0,0,0,0,0,0,54,0,54,0,2.57970239999122,,,,,,,,,,,,,2.5740473000041675,2.5801594000076875,2.57970239999122,2.57970239999122,2.57970239999122,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
55,0,55,0,0,0,0,0,0,0,0,55,0,55,0,2.5920489999989513,,,,,,,,,,,,,2.581188200012548,2.5812232999887783,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
56,0,56,0,0,0,0,0,0,0,0,56,0,56,0,2.5920489999989513,,,,,,,,,,,,,2.5821523999911733,2.5821979999891482,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
57,0,57,0,0,0,0,0,0,0,0,57,0,57,0,2.5920489999989513,,,,,,,,,,,,,2.5829161000146996,2.582950300013181,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
58,0,58,0,0,0,0,0,0,0,0,58,0,58,0,2.5920489999989513,,,,,,,,,,,,,2.5840407999930903,2.584075999999186,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
59,0,59,0,0,0,0,0,0,0,0,59,0,59,0,2.5920489999989513,,,,,,,,,,,,,2.584923799993703,2.5849505999940448,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
60,0,60,0,0,0,0,0,0,0,0,60,0,60,0,2.5920489999989513,,,,,,,,,,,,,2.586061999987578,2.592219100013608,2.5920489999989513,2.5920489999989513,2.5920489999989513,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
61,0,61,0,0,0,0,0,0,0,0,61,0,61,0,2.609275199996773,,,,,,,,,,,,,2.592992999998387,2.5930280000029597,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
62,0,62,0,0,0,0,0,0,0,0,62,0,62,0,2.609275199996773,,,,,,,,,,,,,2.5939108000020497,2.593943899992155,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
63,0,63,0,0,0,0,0,0,0,0,63,0,63,0,2.609275199996773,,,,,,,,,,,,,2.595036100014113,2.595070100011071,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
64,0,64,0,0,0,0,0,0,0,0,64,0,64,0,2.609275199996773,,,,,,,,,,,,,2.595984599989606,2.5960206000017934,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
65,0,65,0,0,0,0,0,0,0,0,65,0,65,0,2.609275199996773,,,,,,,,,,,,,2.597020099987276,2.597049000003608,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
66,0,66,0,0,0,0,0,0,0,0,66,0,66,0,2.609275199996773,,,,,,,,,,,,,2.598003399994923,2.609464000008302,2.609275199996773,2.609275199996773,2.609275199996773,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
67,0,67,0,0,0,0,0,0,0,0,67,0,67,0,2.625911000010092,,,,,,,,,,,,,2.610107299988158,2.6101423999934923,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
68,0,68,0,0,0,0,0,0,0,0,68,0,68,0,2.625911000010092,,,,,,,,,,,,,2.611215100012487,2.6112473999965005,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
69,0,69,0,0,0,0,0,0,0,0,69,0,69,0,2.625911000010092,,,,,,,,,,,,,2.611989700002596,2.6120238000003155,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
70,0,70,0,0,0,0,0,0,0,0,70,0,70,0,2.625911000010092,,,,,,,,,,,,,2.6129335000005085,2.612965800013626,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
71,0,71,0,0,0,0,0,0,0,0,71,0,71,0,2.625911000010092,,,,,,,,,,,,,2.614127200009534,2.6141573000058997,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
72,0,72,0,0,0,0,0,0,0,0,72,0,72,0,2.625911000010092,,,,,,,,,,,,,2.6150561000104062,2.615091100014979,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
73,0,73,0,0,0,0,0,0,0,0,73,0,73,0,2.625911000010092,,,,,,,,,,,,,2.616211699991254,2.616249799990328,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
74,0,74,0,0,0,0,0,0,0,0,74,0,74,0,2.625911000010092,,,,,,,,,,,,,2.617012800008524,2.6170424000010826,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
75,0,75,0,0,0,0,0,0,0,0,75,0,75,0,2.625911000010092,,,,,,,,,,,,,2.6179824999999255,2.618007300014142,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
76,0,76,0,0,0,0,0,0,0,0,76,0,76,0,2.625911000010092,,,,,,,,,,,,,2.619079399999464,2.619112199987285,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
77,0,77,0,0,0,0,0,0,0,0,77,0,77,0,2.625911000010092,,,,,,,,,,,,,2.620179099991219,2.626099699991755,2.625911000010092,2.625911000010092,2.625911000010092,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
78,0,78,0,0,0,0,0,0,0,0,78,0,78,0,2.641971100005321,,,,,,,,,,,,,2.627043699991191,2.627077000011923,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
79,0,79,0,0,0,0,0,0,0,0,79,0,79,0,2.641971100005321,,,,,,,,,,,,,2.6281654000049457,2.6282072000030894,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
80,0,80,0,0,0,0,0,0,0,0,80,0,80,0,2.641971100005321,,,,,,,,,,,,,2.6289972999948077,2.6290355999954045,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
81,0,81,0,0,0,0,0,0,0,0,81,0,81,0,2.641971100005321,,,,,,,,,,,,,2.630055199988419,2.6300832999986596,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
82,0,82,0,0,0,0,0,0,0,0,82,0,82,0,2.641971100005321,,,,,,,,,,,,,2.6309805999917444,2.631008299998939,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
83,0,83,0,0,0,0,0,0,0,0,83,0,83,0,2.641971100005321,,,,,,,,,,,,,2.6321749000053387,2.6422422000032384,2.641971100005321,2.641971100005321,2.641971100005321,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
84,0,84,0,0,0,0,0,0,0,0,84,0,84,0,2.659682800003793,,,,,,,,,,,,,2.6431659999943804,2.6432000999921,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
85,0,85,0,0,0,0,0,0,0,0,85,0,85,0,2.659682800003793,,,,,,,,,,,,,2.644108700013021,2.6441421000054106,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
86,0,86,0,0,0,0,0,0,0,0,86,0,86,0,2.659682800003793,,,,,,,,,,,,,2.6449497000139672,2.644982199999504,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
87,0,87,0,0,0,0,0,0,0,0,87,0,87,0,2.659682800003793,,,,,,,,,,,,,2.645991800003685,2.646029199997429,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
88,0,88,0,0,0,0,0,0,0,0,88,0,88,0,2.659682800003793,,,,,,,,,,,,,2.6472390000126325,2.6472702999890316,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
89,0,89,0,0,0,0,0,0,0,0,89,0,89,0,2.659682800003793,,,,,,,,,,,,,2.6481146999867633,2.648148400010541,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
90,0,90,0,0,0,0,0,0,0,0,90,0,90,0,2.659682800003793,,,,,,,,,,,,,2.649018900003284,2.6490544000116643,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
91,0,91,0,0,0,0,0,0,0,0,91,0,91,0,2.659682800003793,,,,,,,,,,,,,2.65031799999997,2.650362100015627,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
92,0,92,0,0,0,0,0,0,0,0,92,0,92,0,2.659682800003793,,,,,,,,,,,,,2.651197500003036,2.6512298999878112,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
93,0,93,0,0,0,0,0,0,0,0,93,0,93,0,2.659682800003793,,,,,,,,,,,,,2.652135799988173,2.6602125999925192,2.659682800003793,2.659682800003793,2.659682800003793,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
94,0,94,0,0,0,0,0,0,0,0,94,0,94,0,2.6767947000043932,,,,,,,,,,,,,2.660767900000792,2.660811999987345,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
95,0,95,0,0,0,0,0,0,0,0,95,0,95,0,2.6767947000043932,,,,,,,,,,,,,2.6622128000017256,2.6622504999977536,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
96,0,96,0,0,0,0,0,0,0,0,96,0,96,0,2.6767947000043932,,,,,,,,,,,,,2.6630188999988604,2.66305599999032,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
97,0,97,0,0,0,0,0,0,0,0,97,0,97,0,2.6767947000043932,,,,,,,,,,,,,2.6640593000047375,2.6640867000096478,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
98,0,98,0,0,0,0,0,0,0,0,98,0,98,0,2.6767947000043932,,,,,,,,,,,,,2.6652991000155453,2.665359400009038,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
99,0,99,0,0,0,0,0,0,0,0,99,0,99,0,2.6767947000043932,,,,,,,,,,,,,2.666151899989927,2.666182299988577,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
100,0,100,0,0,0,0,0,0,0,0,100,0,100,0,2.6767947000043932,,,,,,,,,,,,,2.6670305999869015,2.6670611000154167,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
101,0,101,0,0,0,0,0,0,0,0,101,0,101,0,2.6767947000043932,,,,,,,,,,,,,2.66802420001477,2.6769650999922305,2.6767947000043932,2.6767947000043932,2.6767947000043932,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
102,0,102,0,0,0,0,0,0,0,0,102,0,102,0,2.6932794000022113,,,,,,,,,,,,,2.6782208000076935,2.67826720001176,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
103,0,103,0,0,0,0,0,0,0,0,103,0,103,0,2.6932794000022113,,,,,,,,,,,,,2.679110600001877,2.679144299996551,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
104,0,104,0,0,0,0,0,0,0,0,104,0,104,0,2.6932794000022113,,,,,,,,,,,,,2.6800502999976743,2.6800833999877796,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
105,0,105,0,0,0,0,0,0,0,0,105,0,105,0,2.6932794000022113,,,,,,,,,,,,,2.681022300006589,2.681054199987557,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
106,0,106,0,0,0,0,0,0,0,0,106,0,106,0,2.6932794000022113,,,,,,,,,,,,,2.6822009999887086,2.682233700004872,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
107,0,107,0,0,0,0,0,0,0,0,107,0,107,0,2.6932794000022113,,,,,,,,,,,,,2.683008099993458,2.683040100004291,,,,515518,001,2025-10-23_20h12.43.275,run,2024.2.4,None,2025-10-23 20h12.48.629958 +0800,
